h3,city,no_vehicle,buildings,lat,lon,node,snap_m,routable,nearest_id,nearest_m,second_id,second_m
892a306603bffff,Boston,703.1687289945671,7,42.363742605705866,-71.06463181954192,156170,35.034576350585176,True,DS2636,355.3869700310135,DS89764,429.37294312906903
892a306602fffff,Boston,681.2505895667225,69,42.35873341088432,-71.06506738927843,156249,8.561829645916907,True,DS2636,421.2051155551728,DS2294,491.99006282798024
892a306632bffff,Boston,631.1173754313119,38,42.34223139106096,-71.08301975395757,131551,14.001070346841985,True,DS1974,467.7337412916422,DS90297,725.9400236101893
892a30663a7ffff,Boston,625.9401368560214,75,42.344153609610345,-71.06847482198866,145576,13.774717688980493,True,DS90269,527.6745075886447,DS89805,755.4990774021047
892a30644a7ffff,Boston,613.4217763292518,24,42.3439986665422,-71.09717774880791,380345,28.313482391881305,True,DS89999,406.314584571849,DS1974,1163.8558751623636
892a3066033ffff,Boston,600.623419730301,3,42.36418390103625,-71.05990934227759,157574,6.589002292529528,True,DS89764,192.22238577619638,DS90294,230.70428454946426
892a3066eb3ffff,Boston,599.334100802071,19,42.33187770004583,-71.05290264770328,185175,18.493549695946474,True,DS100146,488.54328006860857,DS2133,809.2615201515172
892a3066337ffff,Boston,591.9603574585757,209,42.34275506615657,-71.07361084570212,139707,5.042549103224894,True,DS89677,667.8443886706292,DS89805,783.055288534254
892a30646abffff,Boston,586.8315454529819,80,42.34747898323941,-71.1356850945123,349069,16.346189558220058,True,DS90346,654.5243090704085,DS100177,731.5464095323836
892a306600fffff,Boston,581.2986309464089,5,42.36556657209629,-71.0665943463924,151584,42.13586298263212,True,DS2636,583.0726537596647,DS90294,658.551811367767
892a306462bffff,Boston,565.123667618211,28,42.34204173030089,-71.14376110639763,349950,14.289382875394034,True,DS89804,145.3790836692317,DS90317,269.9596264522239
892a306624bffff,Cambridge,562.7340996342348,72,42.37172708175197,-71.11051673665364,369108,4.846821516721214,True,DS1058,433.4463013564225,DS3051,761.0188190237943
892a306636fffff,Boston,556.7634166444075,33,42.34219817873267,-71.09057742243132,379945,7.419206636149199,True,DS1974,590.4804812848395,DS90297,1096.0754178324391
892a3066347ffff,Boston,538.7593171027236,100,42.3504352929204,-71.08901763331491,137955,13.027443353747964,True,DS2033,825.8847718672636,DS1974,839.6136636145053
892a30646bbffff,Boston,534.936462049028,111,42.35023045838588,-71.1335235945116,348884,3.47543069688261,True,DS90346,425.18842555408037,DS89830,643.9447573037754
892a3066e5bffff,Boston,523.9152908206659,40,42.33704988354857,-71.07845021380945,143996,10.74382663558691,True,DS90419,664.8592542004803,DS90402,721.9209884755238
892a30665cbffff,Boston,513.8642480339863,8,42.37676724549143,-71.03972850582085,204604,25.149924202341946,True,DS1965,157.26336152596824,DS3252,271.52747504925156
892a3066077ffff,Boston,509.9567924992648,5,42.36469378655288,-71.06848806262965,151162,18.154149847151658,True,DS100096,578.6250850536213,DS2636,596.8302521144127
892a306616bffff,Boston,504.00000000000006,7,42.34492875269161,-71.0630779447956,161452,4.642731070493426,True,DS90269,174.89226337907564,DS100118,397.5972739505236
892a3064543ffff,Boston,501.4878479502493,55,42.33459380436301,-71.10663157916885,386338,5.2468689929924235,True,DS100078,227.81207313756767,DS90256,604.1637617576813
892a306624fffff,Cambridge,499.58878786095534,53,42.36890802953716,-71.10819678624554,369762,37.87680958899095,True,DS3060,740.2040098361455,DS100269,830.4620318411844
892a30671a3ffff,Cambridge,497.84110279517137,23,42.36566702167049,-71.11441013010749,367996,11.532459866190937,True,DS90185,568.3131056876484,DS3060,1076.801371792977
892a3066373ffff,Boston,494.6180627455148,7,42.347271424950456,-71.0872856507951,132745,11.668024834783207,True,DS1974,480.4096368633705,DS90297,599.4874466803368
892a30645d3ffff,Boston,492.97079974266455,41,42.342876201788826,-71.09628580858869,380431,35.689830459478614,True,DS89999,604.9231071742109,DS1974,1075.0851457906729
892a30663b7ffff,Boston,486.2224889427548,33,42.34790635814242,-71.063195740718,161404,12.261422634053599,True,DS100118,201.7231943082935,DS90377,305.6510316426882
892a3066143ffff,Boston,484.037602789921,8,42.35247497863833,-71.06067667089438,158159,3.667654590224208,True,DS3293,198.16846620504674,DS2870,334.3559513061692
892a3066113ffff,Boston,482.4464889788188,3,42.35225272878796,-71.0472340913734,198269,7.418970429002082,True,DS90064,174.1231240417345,DS89924,1220.7408620233025
892a3066a4bffff,Boston,482.0715481369843,50,42.31470436584579,-71.09708240578088,267261,28.212796418712404,True,DS2788,425.67872971505034,DS100083,655.6648298782685
892a306454fffff,Boston,477.375886372103,31,42.33154752851903,-71.11015306381283,386970,11.71964309739239,True,DS100078,786.5664462071808,DS90256,1123.8744059561932
892a3064607ffff,Boston,471.05391352185313,55,42.3476679036368,-71.13893279359272,350367,18.45770232597657,True,DS100177,437.08157748208464,DS100137,619.189601338635
892a30645afffff,Boston,470.4097378833404,32,42.32608856359483,-71.0865012465301,127049,5.770731800907104,True,DS100528,731.0700722815536,DS2804,934.0542859089875
892a3066313ffff,Boston,468.1662986973143,195,42.35314177418299,-71.07797144871985,138021,57.6947328804556,True,DS2011,468.7766886997833,DS2033,700.8308306521964
892a30663bbffff,Boston,467.7043008830429,5,42.349740659341606,-71.07108738630318,146234,14.22763954961706,True,DS89805,255.700783071375,DS90306,312.620706850008
892a3066393ffff,Boston,461.7551057830791,129,42.35863174654207,-71.06887082739024,152045,17.57487404287047,True,DS2294,195.05253098133736,DS90371,254.1060975050297
892a30644afffff,Boston,448.8601552443018,7,42.34520880419945,-71.10315844267889,385898,59.54901884152763,True,DS89999,511.44245412013487,DS2532,945.2989300272587
892a306628fffff,Cambridge,446.0173061696249,70,42.371577369212375,-71.0882645509447,133388,36.534505473515836,True,DS90039,603.3329735923968,DS90281,949.8670049134523
892a3066263ffff,Cambridge,444.0482344838399,172,42.36324876852146,-71.10431622450679,367057,2.8978978230167227,True,DS3060,322.96233755066817,DS100269,591.7811383373407
892a3066e53ffff,Boston,442.88839468025327,17,42.33667024753529,-71.07440231853882,144588,38.23513050013199,True,DS89861,449.89380411254365,DS90419,518.3932546247436
892a3064dc7ffff,Boston,442.3127043269004,23,42.28060940867383,-71.08297862549921,121152,15.98518772751348,True,DS2289,478.40424636940014,DS1003,1573.271702768146
892a3066e43ffff,Boston,441.7030750736611,13,42.33538637983781,-71.07584875672384,144466,40.038036044477465,True,DS90419,386.7105255093365,DS90402,448.9874723666586
892a306637bffff,Boston,438.4111618694456,16,42.34765208869382,-71.09075980658614,379765,24.432715144914066,True,DS1974,766.1371360391496,DS90297,957.5208589796023
892a306631bffff,Boston,437.79164245790327,91,42.35253570067884,-71.08198062356607,137863,73.50457371749732,True,DS2033,604.0682366225748,DS2011,758.6144042267622
892a339352fffff,Quincy,437.5554508038508,2,42.2450422591241,-71.00678132925526,31971,20.024620242636995,True,DS90190,213.9053263472089,DS3084,1547.70332026657
892a3075887ffff,Malden,437.4569410421103,9,42.42866853823745,-71.06685983599942,400589,18.54833837770275,True,DS89987,421.51323979745,DS90316,451.88124654790914
892a3064503ffff,Boston,435.0,1,42.33247629237499,-71.09520030901416,391385,37.0578101518016,True,DS90375,308.05307977049404,DS90421,423.8437106428265
892a3066547ffff,Boston,433.3868725754062,12,42.37002995213023,-71.04181860679417,208864,6.748742106315455,True,DS90332,302.73880854465165,DS3252,590.3379168035324
892a3066a73ffff,Boston,432.56536144285167,41,42.30946149943389,-71.08666309729418,126574,63.108586532341434,True,DS3011,532.5706946163656,DS89942,1006.5442766813958
892a306612fffff,Boston,431.00000000000006,4,42.33962895294667,-71.04906313584264,192859,51.15110750020675,True,DS100087,542.7852521487973,DS2133,595.720329239266
892a306630bffff,Boston,428.8193473168489,49,42.35040236282987,-71.08463509730193,132174,1.667918028550926,True,DS2033,343.4557891913795,DS2011,867.1963999158564
892a3066277ffff,Cambridge,424.31061808135865,50,42.36421883481333,-71.09937849600287,373051,3.3818151861308485,True,DS3060,480.49415387055285,DS100269,508.49309552862235
892a3066247ffff,Cambridge,423.270340949184,70,42.36879729164869,-71.10382868033284,369661,19.061791765664903,True,DS100269,426.1264206713855,DS3060,541.8219030663423
892a306452bffff,Boston,420.6364085139999,11,42.32329595212217,-71.09813685951718,266688,47.945759400408875,True,DS100083,592.9772019226444,DS2788,793.0482656706436
892a3066487ffff,Chelsea,419.2386229013388,144,42.39067283074567,-71.0372144373051,14375,20.917835223054208,True,DS3580,248.28138089419815,DS89744,349.2159108360246
892a3066007ffff,Boston,418.0156851186914,3,42.36613203132362,-71.06181654951459,156877,1.2357721031449687,True,DS89764,203.04776728419597,DS90294,226.78455147360467
892a30646b3ffff,Boston,415.5935158389883,62,42.35084080798593,-71.12891724706367,348700,9.656033388964241,True,DS90346,331.91690032103196,DS3200,699.8457020543119
892a3064d9bffff,Boston,412.14466617920976,31,42.28294726792841,-71.07657004148707,124736,17.4932609221907,True,DS2289,1081.066715893456,DS90311,1160.6834477971504
892a306428bffff,Boston,412.0,2,42.337920893497866,-71.15269322539424,337563,23.048609892633344,True,DS3391,510.1263009179008,DS90317,785.0671523532386
892a30664afffff,Boston,411.52710574773965,79,42.38217940230428,-71.03845794729129,14094,30.205550164025606,True,DS1965,907.1186588946495,DS3252,992.2032154276372
892a3066047ffff,Cambridge,406.6525846157673,5,42.369707877044384,-71.07336078844352,139148,35.81320418909692,True,DS90281,652.7750116618291,DS1529,1189.9450034986703
892a30645a7ffff,Boston,397.6561062576277,57,42.325781948589125,-71.08338412043065,130938,17.769450793559663,True,DS100528,482.8088832529595,DS2804,741.1284983243039
892a30645cfffff,Boston,396.4608252169864,10,42.33585884291231,-71.10102808143026,386145,28.45171305713821,True,DS90364,106.05128649930897,DS100078,534.8295386267116
892a3067447ffff,Somerville,395.0,2,42.40610262380775,-71.13268035177232,287539,18.60039586220403,True,DS100488,490.8963267759754,DS2535,874.7250185153249
892a30665c7ffff,Boston,389.9356017242128,72,42.37554041439225,-71.0329576428048,210306,67.70094632305356,True,DS3252,812.4579118118105,DS1965,836.5762460304354
892a306627bffff,Cambridge,384.1427005594232,36,42.36618039919414,-71.10688190625595,372543,3.8051649529858804,True,DS3060,356.9244507204679,DS100269,527.1977109069512
892a3064463ffff,Brookline,380.1077723875868,99,42.34524356958792,-71.119770180053,344924,8.216791468946587,True,DS1978,396.38008318218203,DS2064,902.6589766209487
892a307588fffff,Malden,379.45386308658254,8,42.42858257187483,-71.07188982033371,401455,15.799989066190758,True,DS2205,769.3497305536728,DS90316,773.6356938793573
892a3074a2fffff,Chelsea,377.86200261647673,139,42.39649406313785,-71.03273051039984,11818,18.9393556043308,True,DS89744,538.6266643435813,DS3580,678.1879824977855
892a306463bffff,Boston,375.368887189329,41,42.34467030076946,-71.14120647574639,349664,19.758973272137254,True,DS100137,153.48181584444174,DS95044,444.2027679822667
892a3075d2fffff,Everett,374.99365073130537,3,42.41492001002664,-71.04798828601132,395128,1.9356691033537041,True,DS2539,198.7027693514505,DS90161,1359.7247311617468
892a3066067ffff,Boston,373.001554727774,69,42.36008341238839,-71.07055859749238,150616,4.9272489364034815,True,DS2294,198.18800082653942,DS90371,298.2792157541979
892a30662a7ffff,Cambridge,371.6447927021896,3,42.36350907759219,-71.0831891169043,137750,41.2112854879489,True,DS90407,571.1516364701756,DS90281,927.534181982582
892a306444bffff,Boston,368.7766773889524,88,42.3530708157201,-71.12712641349594,362383,13.309080916813645,True,DS3200,420.84152299415143,DS89830,689.9388243233388
892a3064567ffff,Boston,368.7179589853454,6,42.32288703924265,-71.10262333502214,266482,11.807319890022494,True,DS100083,771.1854115375406,DS2788,964.3822079200193
892a3066b2fffff,Boston,367.3138668465873,16,42.28312176649458,-71.06494175818203,168362,2.225095184451242,True,DS89962,950.3620709261727,DS1003,1035.4577485425818
892a3075997ffff,Everett,366.3721504965816,133,42.411887933312045,-71.05040391542386,389480,19.973577993546492,True,DS2539,706.8672920198089,DS90161,1010.5181989118914
892a30640b7ffff,Boston,361.3771475164469,24,42.32943676925593,-71.11083769927536,386979,16.55508734943234,True,DS100078,1100.7089705676642,DS2711,1197.827548709091
892a306630fffff,Boston,359.70939294412545,2,42.34745094861195,-71.08358620735187,132097,67.22162436275363,True,DS90297,406.8146214677772,DS1974,741.0696375293852
892a306615bffff,Boston,358.0356374801551,69,42.35565576580613,-71.06179910419242,157989,30.72605925774706,True,DS3555,389.47402237124925,DS3293,446.5801365340877
892a306614fffff,Boston,354.4933586540252,5,42.35136101226556,-71.06233335528017,158075,11.594592498823872,True,DS2870,116.44693736157248,DS3293,180.42495917997022
892a30663abffff,Boston,351.9807430523718,7,42.348191072300665,-71.07395252466348,139526,3.200013864640148,True,DS89677,128.09264324687942,DS89805,134.97654490618226
892a3064467ffff,Brookline,351.47623343798807,26,42.34273968885357,-71.11776033613658,344839,36.495318100634755,True,DS1978,523.8624040398503,DS2760,920.4838162447847
892a3064dcfffff,Boston,338.50218589827284,25,42.28091358994955,-71.08679860000478,120740,14.992200504699758,True,DS2289,177.3882376431559,DS89826,1613.4189707710261
892a30665d7ffff,Boston,337.8322947570292,208,42.37728322264869,-71.03153030660998,210346,30.088787313040882,True,DS3252,857.0400609683636,DS1965,881.1583951869885
892a3066e93ffff,Boston,337.4251811515945,2,42.33967017060756,-71.05345568410691,193148,41.12593766196291,True,DS100087,624.6542816589243,DS2133,663.7920396723433
892a3066333ffff,Boston,337.0618704236561,258,42.34466593790864,-71.07593665163631,140122,25.113427910523697,True,DS89677,492.40949898171846,DS89805,607.716255492279
892a3066a7bffff,Boston,335.8315207419078,31,42.31095306885532,-71.0921593548822,267748,71.33982646728337,True,DS2788,1062.5222280245657,DS3011,1175.5829888470698
892a306604bffff,Cambridge,335.41001328918634,56,42.37193045891933,-71.08047676280765,138429,14.412066429487716,True,DS90281,178.73854419196013,DS90039,458.09410367836784
892a30642d7ffff,Boston,327.71228821092814,10,42.33976175467557,-71.15482807431181,326919,14.725563611832216,True,DS3391,771.2992978237261,DS90317,955.9789350688446
892a3066117ffff,Boston,319.4182744521915,4,42.35042638097103,-71.04363840449669,191523,15.525783927045362,True,DS90064,291.9521367569772,DS89924,1555.3391239030232
892a30661dbffff,Boston,317.9313966881804,6,42.36135951698758,-71.0528695348251,198713,32.65495272139666,True,DS3193,361.92591252536954,DS89867,865.3019665769799
892a3064597ffff,Boston,317.8771280395221,134,42.33626271197222,-71.08328378528996,131328,3.7205396945081612,True,DS2804,607.9030047634534,DS100528,868.9853658934603
892a306412bffff,Boston,309.0286641746826,55,42.30434976402299,-71.11558265176583,256446,25.72386460835801,True,DS1966,961.7635689229623,DS2711,1859.768694596351
892a3075983ffff,Everett,307.3176098838029,123,42.41247007331762,-71.05370428219523,389530,16.571031074831666,True,DS2539,933.8969850779438,DS90161,1030.2191375570749
892a3066b8fffff,Boston,305.00088762900253,1,42.29553223168149,-71.06018847249777,168747,42.74266173932695,True,DS100187,488.71054927970135,DS89962,690.983134568467
892a306651bffff,Boston,303.1254347258831,7,42.3715203646464,-71.03726009127062,208377,2.783134627179794,True,DS90332,366.07675408704097,DS3252,458.3585542066829
892a3074b83ffff,Boston,302.0,3,42.3929683985748,-71.00740908157296,28295,17.567338573037556,True,DS89834,1133.6681213411168,DS90024,1374.9056932634314
892a3074813ffff,Revere,301.794283889182,88,42.40940982140335,-70.9984398532801,29056,59.97604977500328,True,DS89919,504.011958563456,DS95032,1549.9215430601785
892a3066267ffff,Cambridge,300.2432104940805,29,42.3615197867314,-71.1032676371682,363758,11.966102102634528,True,DS3060,596.800252268539,DS100269,864.7942388104133
892a30665d3ffff,Boston,298.8341256825736,232,42.37976655133851,-71.0332560384826,14184,27.607218259431622,True,DS1965,898.9095973676218,DS3252,980.6645416241896
892a3075813ffff,Malden,296.4525705917726,21,42.42879296453688,-71.07619841849863,401683,29.45585160639891,True,DS2205,956.1017253851612,DS90316,1066.8762423314865
892a3066b47ffff,Boston,295.8795660394878,57,42.2934409768013,-71.0742626452473,124918,75.20573423919703,True,DS90274,396.0186114157884,DS90311,783.0074491283531
892a30671b3ffff,Cambridge,294.5978796111873,67,42.36870382571109,-71.11294098068724,368183,38.31874174595182,True,DS89959,890.8338471654304,DS90185,894.6680622788695
892a3075883ffff,Malden,293.2267341807552,25,42.43073637180869,-71.06848884096831,400266,10.830781971513229,True,DS89987,722.4763894114416,DS90316,738.5857493213819
892a306756fffff,Cambridge,290.4556390185582,48,42.37999310949849,-71.12188072833239,281023,24.210278599444017,True,DS89959,1045.6763884740506,DS24854,1236.4780012921208
892a3076eabffff,Lynn,290.0,1,42.45913781620956,-70.94619165971956,74870,59.76424951565769,True,DS90270,697.9742978045167,DS3466,853.5965103988367
892a306660fffff,Somerville,288.72688318510694,213,42.3852988628789,-71.08142533510001,381406,6.555264557663719,True,DS2493,902.6757681720895,DS3350,1008.922206005542
892a30671b7ffff,Cambridge,287.71277102939166,81,42.366747385049926,-71.11010183657775,368069,9.441054208227204,True,DS3060,726.9492817519297,DS90185,840.4963178320276
892a3066367ffff,Boston,286.8989587386065,20,42.34168764047503,-71.08751911148532,132652,18.512244476966327,True,DS1974,378.5077970822066,DS90297,844.1924099452397
892a30644abffff,Boston,286.79843695104984,63,42.34686239199228,-71.10497908500874,384543,6.041353119931312,True,DS89999,597.0720926104021,DS2532,1110.9904115156585
892a3066303ffff,Boston,286.22887099643515,24,42.35105467843986,-71.07993027679218,137931,19.724179244826242,True,DS2033,331.8086255242149,DS2011,464.2331865724985
892a30670c7ffff,Cambridge,284.21709675430907,4,42.39330510482718,-71.1409386664707,275347,47.454983296111266,True,DS1556,942.858821134815,DS2535,1505.2523156532257
892a30663afffff,Boston,283.4526679604437,181,42.34434160274978,-71.07140577745643,146309,17.87372505527009,True,DS89677,576.5446613401182,DS89805,651.5574851537057
892a306620fffff,Cambridge,280.5322374787703,161,42.36630099390582,-71.09756303093134,373091,16.63851649747386,True,DS100269,677.1082846170785,DS3060,743.8294200419238
892a3066307ffff,Boston,279.03468188078466,15,42.347030200600805,-71.07813360369703,143476,73.3393367075663,True,DS2011,469.30079481478043,DS90297,542.826894673379
892a3066203ffff,Cambridge,278.38464057932725,111,42.3689182226905,-71.09532970627583,374719,17.26884820297416,True,DS1111,807.52047328677,DS2251,1016.4197975725355
892a30661c3ffff,Boston,278.3620771565183,9,42.35885592721676,-71.05149942070356,198884,4.508866326611798,True,DS3193,620.4176882411693,DS89867,708.3062683954893
892a3066a97ffff,Boston,272.4258832794327,14,42.31780654408209,-71.0693513393623,163688,8.787697475969585,True,DS90426,1122.571093150845,DS90020,1165.4505502047984
892a306455bffff,Boston,267.9946866745431,17,42.33686007675664,-71.10870625151061,386618,34.09860853468535,True,DS2532,310.11257659198105,DS90256,430.3322560945817
892a3076eb3ffff,Lynn,264.2697857666427,36,42.46279491583056,-70.94001494594268,76572,15.862557198317143,True,DS90390,529.0127641195843,DS3466,535.3884810239726
892a3064473ffff,Brookline,261.68952703726364,51,42.347368900504186,-71.11838162895936,345283,6.4048104443692075,True,DS2064,509.5599376579598,DS1978,788.7633674551295
892a30640b3ffff,Boston,259.2501166083191,30,42.33147187924372,-71.11186301097624,387058,5.1074207184058675,True,DS100078,847.954936276737,DS2532,1045.6329684838465
892a30645b7ffff,Boston,258.4456756419069,5,42.32935499607793,-71.08151827108233,131140,11.03233133444512,True,DS100528,219.39130384354297,DS2804,405.06175125341736
892a3066027ffff,Boston,257.71940235299763,21,42.3573928533326,-71.06026741229275,158206,39.8810730452426,True,DS89867,236.6594779339091,DS3555,250.82198293122087
892a3066ea7ffff,Boston,256.5331882731497,7,42.325642042449765,-71.05308780027248,184643,47.91163089231366,True,DS100146,946.4008563865051,DS3338,1150.0084170692476
892a306621bffff,Cambridge,255.9085477345755,86,42.371680145099205,-71.09752312606979,373969,16.552250845349494,True,DS1111,558.9511878062726,DS2251,767.7994362185427
892a306634fffff,Boston,254.9530751034345,43,42.3498540943732,-71.09396090475319,379540,47.00517740484872,True,DS89999,1029.8364052840252,DS1974,1188.3346248739076
892a306446fffff,Brookline,253.73116527988785,17,42.34263440679843,-71.12259564309545,345060,22.65950611869767,True,DS1978,38.09719130580968,DS2760,876.7538310618137
892a3066ea3ffff,Boston,252.45643437172976,26,42.32888790231794,-71.05481581030412,184968,30.003923868373914,True,DS100146,391.8686152019047,DS3430,1232.2921735875086
892a3064617ffff,Boston,251.69286647879903,98,42.34994564261633,-71.13696572376958,348932,23.47839393929792,True,DS100177,685.5279236293995,DS90346,798.3066827146021
892a3066adbffff,Boston,247.03175369607533,103,42.323387119899415,-71.08461244612482,126938,18.49056945218124,True,DS100528,938.2298607130351,DS2804,1196.5494757843792
892a3064623ffff,Boston,246.40173535660605,13,42.34188691960564,-71.14151739412546,349723,18.632601128678946,True,DS95044,206.6190536002232,DS89804,381.6171321855674
892a3066a93ffff,Boston,246.28802482633435,40,42.32175914001528,-71.0699607384042,163764,21.717680927595136,True,DS90020,788.0994330697829,DS3430,995.295767526574
892a3066c4bffff,Boston,245.68004822418203,250,42.334638833945895,-71.05005060798915,185534,15.929070610755694,True,DS2133,320.16211557264216,DS100087,408.0808223236894
892a3066383ffff,Boston,245.42833132536165,57,42.3561433249178,-71.07160082475578,150510,5.1564059121420955,True,DS90371,306.8011452756859,DS2294,402.45846671317304
892a3076c7bffff,Lynn,244.4612290230708,10,42.46077116408999,-70.93439470386048,76694,39.2876593141521,True,DS90270,1027.7245245722495,DS90390,1260.2670751895412
892a3064667ffff,Boston,243.0,6,42.3422737023766,-71.14875922282884,326504,21.603924309070308,True,DS90317,371.93969389040393,DS89804,436.0267530730004
892a3066b23ffff,Boston,242.83677751524877,39,42.28630603295753,-71.06335150042621,168650,21.708131174394463,True,DS89962,702.94713869566,DS90311,1064.3554409451394
892a30640d7ffff,Brookline,242.6694063152313,6,42.34011018364731,-71.12499810152126,344474,0.9412609021979308,True,DS1978,483.54868803755346,DS2760,687.2446172798583
892a3066c57ffff,Boston,241.5919271767361,118,42.33350882702332,-71.04035060888438,186761,38.8698955743199,True,DS90196,582.4349691515293,DS2133,973.3524666217402
892a306625bffff,Cambridge,240.5892903409179,55,42.37425907522392,-71.10808438685486,369232,45.360734790407975,True,DS1058,124.30957606779637,DS3051,428.1783717737023
892a306468bffff,Boston,239.8747258825209,77,42.35544976949987,-71.13739701289111,351739,17.679516553683833,True,DS89830,767.8610292347585,DS3218,882.8436600958007
892a3066a2fffff,Boston,237.426787039131,90,42.30257343096497,-71.08189876897278,126431,68.15983354003451,True,DS3011,1115.0965295797632,DS89725,1359.3718555174087
892a3066287ffff,Cambridge,236.1795814057307,124,42.371428812439824,-71.08397144179456,137258,14.147277616002368,True,DS90039,273.562636377399,DS90281,381.86948448962454
892a306689bffff,Boston,236.0,1,42.32120483886091,-71.04384365732051,183987,25.49051221994721,True,DS89760,648.9522018748631,DS3338,1361.5430611553154
892a3074bdbffff,Chelsea,235.0198549361301,32,42.39809209226964,-71.02209445332488,19709,10.529444091033188,True,DS2701,780.0792221589552,DS3586,887.1708814595963
892a3392283ffff,Quincy,234.93302123748504,21,42.24347606018171,-70.9804375872532,46740,22.918415242470406,True,DS2805,954.2466145879947,DS2800,1301.866241081344
892a3076eb7ffff,Lynn,234.1358175466418,55,42.4612481347584,-70.93839513114135,76611,12.519382401559895,True,DS90270,707.3680584724691,DS3466,797.6586914363744
892a30644b7ffff,Boston,233.75435884284497,9,42.347488089244784,-71.09422525145234,379668,8.724580988645837,True,DS89999,687.7803359201058,DS1974,1069.5974420336147
892a306409bffff,Brookline,233.7383065199423,25,42.33862030675422,-71.12016015224248,344692,35.171607704765975,True,DS2760,578.0862392452717,DS1978,697.3176975140409
892a339228fffff,Quincy,232.64964437491935,13,42.23998746374885,-70.98262414522516,40945,20.26964260968842,True,DS2805,444.63788250223166,DS2800,792.2575089955809
892a30662b3ffff,Cambridge,229.50302240203945,220,42.3689247355672,-71.08222703543802,137534,9.84858220853699,True,DS90281,433.6603977116221,DS90039,726.3568008308882
892a3066a1bffff,Boston,228.19154453140757,88,42.31498149727948,-71.0821790732374,126308,20.664703013186976,True,DS89942,297.94379059924773,DS3011,911.307001896275
892a33926afffff,Quincy,225.355443323266,55,42.25110574868939,-70.96540599886181,47093,49.463323770818306,True,DS3084,4152.319641163429,DS2951,4581.833957233159
892a3064297ffff,Boston,225.04247825451267,5,42.337541505892645,-71.14647023790072,337848,0.4796295994823469,True,DS3391,340.59743254882807,DS90317,770.1167830701213
892a30640b3ffff,Brookline,223.76395283365176,7,42.33182021994332,-71.11487965962937,386822,7.888847802988571,True,DS2760,826.4074866566158,DS3044,854.3645048073599
892a3064547ffff,Boston,222.98587033050524,3,42.33068445595921,-71.10510643414942,390265,37.01821279706306,True,DS100078,570.8739669628457,DS90364,920.3676078087697
892a3393033ffff,Quincy,221.522777543224,38,42.25167153262144,-71.03119143425904,15790,17.62116395663199,True,DS2163,620.096279531575,DS1967,1542.0930314168936
892a3074a23ffff,Chelsea,221.1744374248273,84,42.3981534793434,-71.0299033295624,11720,37.222808569608816,True,DS89744,892.9355606125108,DS3580,1032.496878766715
892a3066edbffff,Boston,220.69324435740884,117,42.34284336616616,-71.06996768291808,145512,2.886355818608009,True,DS90269,701.3811164556813,DS89677,721.4390576837973
892a3075a27ffff,Medford,219.8789933265525,2,42.41596857001214,-71.1057011266019,313241,12.744834729614805,True,DS1530,706.48930058195,DS90148,1944.252425729435
892a30646c7ffff,Boston,218.58239487771905,17,42.354812280210055,-71.1421873277269,350697,18.67392775984524,True,DS89690,706.3048453381474,DS100177,989.9256925467789
