npi,legal_name,name,address,city,state,zip,phone,license,taxonomy_codes,lat,lon
1558427823,CAMBRIDGE PUBLIC HEALTH COMMISSION,CAMBRIDGE HEALTH ALLIANCE OUTPATIENT PHARMACY,1493 CAMBRIDGE ST,Cambridge,MA,02139,617-665-1438,3051,"3336C0003X,3336S0011X",42.374136675956,-71.103486850962
1477669547,CIAMPA APOTHECARY,CIAMPA APOTHECARY,425 CAMBRIDGE ST,Cambridge,MA,02141,617-547-0322,979,"332B00000X,3336C0003X",42.371508464971,-71.083192260322
1144329509,CVS PHARMACY INC,CVS PHARMACY # 01022,215 ALEWIFE BROOK PKWY,Cambridge,MA,02138,617-661-6422,1556,"332B00000X,333600000X,3336C0003X",42.389811625692,-71.142567834618
1063511426,CVS PHARMACY INC,CVS PHARMACY # 01002,624 MASSACHUSETTS AVE,Cambridge,MA,02139,617-876-7868,3060,"332B00000X,333600000X,3336C0003X",42.365203492044,-71.103509950878
1548737141,CVS PHARMACY INC,CVS PHARMACY #10891,225 CAMBRIDGE ST,Cambridge,MA,02141,617-528-2109,,"332B00000X,333600000X,3336C0003X",42.371065132514,-71.079762433361
1801995261,CVS PHARMACY INC,CVS PHARMACY # 00717,36 WHITE ST,Cambridge,MA,02140,617-876-5519,24854,"332B00000X,333600000X,3336C0003X",,
1952400301,CVS PHARMACY INC,CVS PHARMACY #00240,6 JFK ST,Cambridge,MA,02138,617-354-4420,DS89959,"332B00000X,333600000X,3336C0003X",42.373217526352,-71.119546839852
1356061931,CVS PHARMACY INC.,CVS PHARMACY #11242,238 MAIN ST,Cambridge,MA,02142,617-528-2775,,"332B00000X,333600000X,3336C0003X",42.362226518357,-71.084626097847
1093814600,"INMAN PHARMACY, INC","INMAN PHARMACY, INC",1414 CAMBRIDGE STREET,Cambridge,MA,02139,617-876-4868,1111,"3336C0003X,3336L0003X",42.373772910126,-71.101608292669
1386690816,SHAWS SUPERMARKETS INC,STAR MARKET PHARMACY #2565,699 MOUNT AUBURN ST,Cambridge,MA,02138,617-661-9337,DS2481,"332B00000X,333600000X,3336C0003X",42.375335826859,-71.145656292044
1467462804,SKENDERIAN APOTHECARY,SKENDERIAN APOTHECARY,1613 CAMBRIDGE ST,Cambridge,MA,02138,617-354-5600,DS1058,"333600000X,3336C0003X",42.374837456664,-71.1089116411
1730604893,WALGREEN CO,WALGREENS #17165,1740 MASSACHUSETTS AVE,Cambridge,MA,02138,617-876-7662,DS90184,"332B00000X,333600000X,3336C0003X",42.3847818453,-71.11954547163
1255346466,WALGREEN CO,WALGREENS #06767,625 MASSACHUSETTS AVE,Cambridge,MA,02139,617-491-8157,3156,"332B00000X,333600000X,3336C0003X",42.36527247032,-71.103380593097
1730605098,WALGREEN CO,WALGREENS #19487,330 RIVER ST,Cambridge,MA,02139,617-492-9030,DS90185,"332B00000X,333600000X,3336C0003X",42.362027548302,-71.114054878481
1619270006,ANDERSON HOLDINGS,J.E. PIERCE APOTHECARY COMPOUNDING LAB,1093 BEACON ST BSMT BSMT,Brookline,MA,02446,617-608-3022,89745,"333600000X,3336C0003X,3336C0004X",42.344905349939,-71.110575475181
1821154014,ANDERSON HOLDINGS,J.E. PIERCE APOTHECARY,1180 BEACON ST,Brookline,MA,02446,617-566-4080,DS89671,3336C0003X,42.344197916156,-71.114480533082
1659470011,CVS PHARMACY INC,CVS PHARMACY # 01212,294 HARVARD ST,Brookline,MA,02446,617-731-6860,1978,"332B00000X,333600000X,3336C0003X",42.342393731707,-71.121704029752
1861591224,CVS PHARMACY INC,CVS PHARMACY # 01071,400 WASHINGTON ST,Brookline,MA,02446,617-277-6626,3044,"332B00000X,333600000X,3336C0003X",42.334720654656,-71.123497407198
1366250482,"NEW ENGLAND PHARMACY, LLC",NEW ENGLAND PHARMACY & WELLNESS,1655 BEACON ST,Brookline,MA,02445,617-860-1080,,"3336C0003X,3336L0003X",42.33878580511,-71.136722095863
1205980570,"VILLAGE FERTILITY PHARMACY, INC.",VILLAGE PHARMACY,1 BROOKLINE PL,Brookline,MA,02445,617-735-9090,1430,"3336C0003X,3336C0004X,3336S0011X",,
1629083837,WALGREEN CO,WALGREENS #03564,99 HARVARD ST,Brookline,MA,02446,617-731-4536,2760,"332B00000X,333600000X,3336C0003X",42.336231412824,-71.120738346403
1477741221,CVS PHARMACY INC,CVS PHARMACY #08319,1 DAVIS SQ,Somerville,MA,02144,617-629-4156,,"332B00000X,333600000X,3336C0003X",42.396645415895,-71.122288602015
1710086178,CVS PHARMACY INC,CVS PHARMACY #00714,532 MEDFORD ST,Somerville,MA,02145,617-628-1401,24892,"332B00000X,333600000X,3336C0003X",42.396635059721,-71.103931784406
1740871714,CVS PHARMACY INC,CVS PHARMACY #11400,495 GRAND UNION BLVD,Somerville,MA,02145,617-616-1065,,"332B00000X,333600000X,3336C0003X",42.393960035757,-71.080587622836
1396767059,CVS PHARMACY INC.,CVS PHARMACY #16773,180 SOMERVILLE AVE,Somerville,MA,02143,617-776-4919,DS90015,"332B00000X,333600000X,3336C0003X",42.377416296099,-71.089744842945
1649127069,EAST WEST PHARMACY LLC,EAST WEST PHARMACY LLC,1210 BROADWAY,Somerville,MA,02144,617-539-8003,,3336C0003X,42.404218898265,-71.129079620127
1043242936,THE STOP & SHOP SUPERMARKET COMPANY LLC,STOP AND SHOP PHARMACY #498,771 MCGRATH HIGHWAY,Somerville,MA,02145,617-666-1404,3350,"332B00000X,333600000X,3336C0003X",42.39055982668,-71.087140462059
1073038352,WALGREEN CO,WALGREENS #17685,14 MCGRATH HWY STE 3,Somerville,MA,02143,617-776-3000,DS90192,"332B00000X,333600000X,3336C0003X",42.374076979946,-71.083059010914
1437674660,WALGREEN CO,RITE AID #17906,393 HIGHLAND AVE,Somerville,MA,02144,617-776-7730,DS90393,"332B00000X,333600000X,3336C0003X",42.395583870413,-71.120063080105
1417472663,WALGREEN CO,WALGREENS #17531,343 BROADWAY,Somerville,MA,02145,617-628-1010,DS90195,"332B00000X,333600000X,3336C0003X",42.393474836103,-71.094783314951
1215453667,WALGREEN CO,WALGREENS #18091,530 SOMERVILLE AVE,Somerville,MA,02143,617-776-9320,DS90194,"332B00000X,333600000X,3336C0003X",42.383241519533,-71.106833560764
1609881804,WALGREEN EASTERN CO INC,WALGREENS #02945,16 BEACON ST,Somerville,MA,02143,617-497-5763,2251,"332B00000X,333600000X,3336C0003X",42.374761568809,-71.102186657328
1528073723,WALGREEN EASTERN CO INC,WALGREENS #02760,343 BROADWAY,Somerville,MA,02145,617-776-5104,2139,"332B00000X,333600000X,3336C0003X",42.393474836103,-71.094783314951
1922191485,ACCRX INC,ACC APOTHECARY,153 CALIFORNIA ST,Newton,MA,02458,617-527-1563,DS3530,"333600000X,3336C0003X,3336C0004X",42.364626214444,-71.194077109503
1043830086,APOTHECO PHARMACY NEWTON LLC,APOTHECO PHARMACY NEWTON LLC,71 NEEDHAM ST,Newton,MA,02461,857-995-6669,,3336C0003X,42.314705462682,-71.211023025499
1932208386,CVS PHARMACY INC,CVS PHARMACY #00107,839 WASHINGTON ST,Newton,MA,02460,617-527-8930,17796,"332B00000X,333600000X,3336C0003X",42.351628462724,-71.207657223315
1447470661,CVS PHARMACY INC,CVS PHARMACY #06505,978 BOYLSTON ST,Newton,MA,02461,617-244-0821,,"332B00000X,333600000X,3336C0003X",42.318882180226,-71.211607373383
1841390275,CVS PHARMACY INC,CVS PHARMACY # 01858,1199 1201 CENTER ST,Newton,MA,02459,617-332-4900,2146,"332B00000X,333600000X,3336C0003X",42.331596648069,-71.194652235623
1366876005,ROGERS FOX GROUP INC,FOX'S DRUGSTORE,416 WATERTOWN ST,Newton,MA,02458,617-244-3535,DS89901,3336C0003X,42.359690077913,-71.202696913516
1316256134,WALGREEN CO,WALGREENS #13081,399 WASHINGTON ST,Newton,MA,02458,617-658-6421,DS89742,"332B00000X,333600000X,3336C0003X",42.356089058036,-71.189775519128
1407861693,WALGREEN EASTERN CO INC,WALGREENS #02330,1101 BEACON ST,Newton,MA,02461,617-332-6880,1736,"332B00000X,333600000X,3336C0003X",42.330888631975,-71.207082294596
1740649029,CVS PHARMACY INC,CVS PHARMACY #10601,655 MOUNT AUBURN ST,Watertown,MA,02472,617-744-0842,DS90038,"332B00000X,333600000X,3336C0003X",42.371770558396,-71.15714251149
1508965963,CVS PHARMACY INC,CVS PHARMACY# 01012,27 MAIN ST,Watertown,MA,02472,617-926-6660,1570,"332B00000X,333600000X,3336C0003X",42.365862071203,-71.18518864888
1235238692,CVS PHARMACY INC,CVS PHARMACY # 01018,189 WATERTOWN ST,Watertown,MA,02472,617-332-5528,1537,"332B00000X,333600000X,3336C0003X",42.362198462192,-71.193432647841
1205858966,CVS PHARMACY INC.,CVS PHARMACY #16774,550 ARSENAL ST,Watertown,MA,02472,617-924-5987,DS90016,"332B00000X,333600000X,3336C0003X",42.362773640775,-71.156458369593
1407227895,NIMBLE PHARMACY INC,NIMBLE PHARMACY,315 MAIN ST,Watertown,MA,02472,866-966-4625,,"333600000X,3336C0003X",,
1699154427,SUN HEALTH SYSTEMS,BRAVO PHARMACY,309 MAIN ST,Watertown,MA,02472,617-553-2501,,3336C0003X,42.369905392071,-71.191105777972
1730489493,CHELSEA PHARM INC,MARGOLIS PHARMACY,447 BROADWAY,Chelsea,MA,02150,617-884-3524,DS89744,"332B00000X,333600000X,3336C0003X",42.392619240544,-71.034280405375
1134391998,CVS PHARMACY INC,CVS PHARMACY #00109,1010 REVERE BEACH PARKWAY,Chelsea,MA,02150,617-884-1095,,"332B00000X,333600000X,3336C0003X",,
1982880001,CVS PHARMACY INC,CVS PHARMACY #00496,324 BROADWAY,Chelsea,MA,02150,617-889-1529,,"332B00000X,333600000X,3336C0003X",42.391379887917,-71.036697241902
1366061061,GENOA HEALTHCARE LLC,GENOA HEALTHCARE LLC,301 BROADWAY STE P,Chelsea,MA,02150,253-218-0830,,"332B00000X,333600000X,3336C0003X,3336L0003X",42.391104159301,-71.036929842368
1952405458,MARGOLIS PHARMACY INC,MARGOLIS PHARMACY INC,447 BROADWAY,Chelsea,MA,02150,617-884-3524,2974,"333600000X,3336C0003X",42.392619240544,-71.034280405375
1285906313,SACRED POWER USA LLC,BOSTON COMMUNITY PHARMACY,180 EVERETT AVE,Chelsea,MA,02150,617-884-0404,DS89806,"333600000X,3336C0003X",42.397014531683,-71.040151022576
1518972702,WALGREEN EASTERN CO INC,WALGREENS #03759,1010 BROADWAY,Chelsea,MA,02150,617-884-0917,2701,"332B00000X,333600000X,3336C0003X",42.402622906479,-71.019092876033
1588774103,COSTCO WHOLESALE CORPORATION,COSTCO WHOLESALE CORPORATION,2 MYSTIC VIEW RD,Everett,MA,02149,617-544-4805,DS3211,"333600000X,3336C0003X",42.395126643741,-71.073977850694
1770505430,CVS PHARMACY INC.,CVS PHARMACY #16584,1 MYSTIC VIEW RD,Everett,MA,02149,617-420-0001,DS90018,"332B00000X,333600000X,3336C0003X",42.394779943373,-71.065358022823
1639225899,PRESCRIPTION SHOPPE INC,PRESCRIPTION SHOPPE,378 BROADWAY,Everett,MA,02149,617-389-7440,DS6654,3336C0003X,42.405328425695,-71.057203731766
1245245430,WALGREEN CO,WALGREENS #03496,317 FERRY ST,Everett,MA,02149,617-389-2188,2539,"332B00000X,333600000X,3336C0003X",42.413753237952,-71.04645102043
1336665686,WALGREEN CO,WALGREENS #17728,405 BROADWAY,Everett,MA,02149,617-387-0005,DS90161,"332B00000X,333600000X,3336C0003X",42.406163605608,-71.056208609659
1790599652,CAMBRIDGE PUBLIC HEALTH COMMISSION,CAMBRIDGE HEALTH ALLIANCE OUTPATIENT PHARMACY MEDFORD,1 CABOT RD,Medford,MA,02155,617-591-6820,,3336C0003X,42.408839575624,-71.086361638267
1598864944,CVS PHARMACY INC,CVS PHARMACY #00026,590 FELLSWAY,Medford,MA,02155,781-391-2668,2912,"332B00000X,333600000X,3336C0003X",42.409915700277,-71.084759275595
1699874057,CVS PHARMACY INC,CVS PHARMACY #01010,85 HIGH ST,Medford,MA,02155,617-396-4771,1530,"332B00000X,333600000X,3336C0003X",42.4188067207,-71.111720034583
1568953529,"CVS PHARMACY, INC.",CVS PHARMACY #17736,471 SALEM ST,Medford,MA,02155,781-396-1001,,"332B00000X,333600000X,3336C0003X",42.423921407292,-71.089898378248
1912953449,SHAWS SUPERMARKETS INC,SHAWS SUPERMARKETS INC,61 LOCUST ST,Medford,MA,02155,781-395-3233,DS3037,"332B00000X,333600000X,3336C0003X",42.40795644322,-71.093227252988
1275545857,SHORE PHARMACY,SHORE PHARMACY,429 HIGH ST,Medford,MA,02155,781-395-4420,2621,"332B00000X,333600000X,3336C0003X",42.421188433752,-71.130705535021
1508524075,TUFTS MEDICINE PHARMACY LLC,TUFTS MEDICINE PHARMACY LLC,170 GOVERNORS AVE,Medford,MA,02155,978-942-2156,,"251F00000X,332B00000X,3336C0003X,3336H0001X",,
1831617976,WALGREEN CO,WALGREENS #19460,491 HIGH ST,Medford,MA,02155,781-646-9622,DS90146,"332B00000X,333600000X,3336C0003X",42.421367902945,-71.133484467353
1518483866,WALGREEN CO,WALGREENS #19536,467 SALEM ST,Medford,MA,02155,781-396-8350,DS90148,"332B00000X,333600000X,3336C0003X",42.423799155945,-71.090083113608
1518998079,WALGREEN CO,WALGREEN CO,49 STATION LNDG,Medford,MA,02155,781-393-5693,3460,"332B00000X,333600000X,3336C0003X",42.403682698406,-71.080695235182
1972603314,CVS PHARMACY INC,CVS PHARMACY #00130,23 25 MASSACHUSETTS AVE ALWIFE PLZ,Arlington,MA,02474,617-648-0557,2535,"332B00000X,333600000X,3336C0003X",42.401869307193,-71.137317192538
1306152863,CVS PHARMACY INC,CVS PHARMACY# 00278,833 MASSACHUSETTS AVE,Arlington,MA,02476,781-643-4272,,"332B00000X,333600000X,3336C0003X",42.416880124009,-71.160640404711
1770669988,MAIDA PHARMACY INC,MAIDA PHARMACY INC,121 MASSACHUSETTS AVE,Arlington,MA,02474,781-643-7840,DS2822,"333600000X,3336C0003X,3336C0004X",42.403977341286,-71.139881335668
1538174743,WALGREEN CO,WALGREENS #03112,1425 MASSACHUSETTS AVE,Arlington,MA,02476,781-646-3869,2798,"332B00000X,333600000X,3336C0003X",42.425006481128,-71.187537811877
1790790988,WALGREEN EASTERN CO INC,WALGREENS #01864,324 MASSACHUSETTS AVE,Arlington,MA,02474,781-643-4112,1370,"332B00000X,333600000X,3336C0003X",42.410190930694,-71.147661489388
1609215946,BELMONT PHARMACY LLC,BELMONT PHARMACY,246 TRAPELO RD,Belmont,MA,02478,617-489-1616,DS89932,3336C0003X,42.382894659668,-71.18065770531
1417056706,CVS PHARMACY INC,CVS PHARMACY # 01848,264 TRAPELO RD,Belmont,MA,02478,617-489-5528,3374,"332B00000X,333600000X,3336C0003X",42.38345765328,-71.181267862741
1699874040,CVS PHARMACY INC,CVS PHARMACY # 00025,89 LEONARD ST,Belmont,MA,02478,617-489-3669,2238,"332B00000X,333600000X,3336C0003X",42.39820087162,-71.174641871438
1194771626,SHAWS SUPERMARKETS INC,SHAWS PHARMACY #2583,535 TRAPELO RD,Belmont,MA,02478,617-489-6542,DS3194,"332B00000X,333600000X,3336C0003X",42.388369295834,-71.191704243806
1912006677,SHORX INC,SHORE DRUG,297 BELMONT ST,Belmont,MA,02478,617-484-7007,1285,"3336C0003X,3336C0004X,3336L0003X",42.376986028971,-71.164077966366
1083413264,UNION PHARMACY STORE 6,UNION PHARMACY BELMONT,43 LEONARD ST,Belmont,MA,02478,857-394-1025,,3336C0003X,42.397254542126,-71.175488942768
1134812647,CAMBRIDGE PUBLIC HEALTH COMMISSION,CAMBRIDGE HEALTH ALLIANCE OUTPATIENT PHARMACY REVERE,454 BROADWAY,Revere,MA,02151,781-485-8272,,3336C0003X,42.411315299626,-71.01161827422
1518055938,CVS PHARMACY INC,CVS PHARMACY 00009,467 BROADWAY,Revere,MA,02151,781-289-6099,16477,"332B00000X,333600000X,3336C0003X",42.411585657838,-71.011272010953
1538181292,CVS PHARMACY INC.,CVS PHARMACY #17059,36 FURLONG DR,Revere,MA,02151,781-922-6031,DS90024,"332B00000X,333600000X,3336C0003X",,
1659471084,MAXI DRUG INC,RITE AID PHARMACY 10166,467 BROADWAY,Revere,MA,02151,781-289-8656,3135,"332B00000X,3336C0003X",42.411585657838,-71.011272010953
1760804397,SEASIDE PHARMACY INC.,SEASIDE PHARMACY INC.,169 SHIRLEY AVE,Revere,MA,02151,781-284-6525,,3336C0003X,42.407586408918,-70.994431047636
1366795809,"THE STOP & SHOP SUPERMARKET COMPANY, LLC",STOP AND SHOP PHARMACY # 11,40 FURLONG DR,Revere,MA,02151,781-284-0717,,3336C0003X,,
1326053513,WALGREEN CO.,WALGREENS #10824,430 BROADWAY,Revere,MA,02151,781-289-3607,1377,"332B00000X,333600000X,3336C0003X",42.410900805342,-71.011891755201
1629111554,BROWN'S REXALL DRUG STORE,BROWN'S REXALL DRUG STORE,214 WINTHROP ST,Winthrop,MA,02152,617-846-1500,1240,3336C0003X,42.376425592661,-70.984022369889
1316046766,CVS PHARMACY INC,CVS PHARMACY #00140,3 WOODSIDE AVE,Winthrop,MA,02152,617-846-9155,2729,"332B00000X,333600000X,3336C0003X",42.375796473212,-70.987547482079
1861543845,SAMUELS PHARMACY INC,SAMUELS PHARMACY INC,46 WOODSIDE AVE,Winthrop,MA,02152,617-846-2200,15095,"333600000X,3336C0003X",42.374819930605,-70.98676752938
1427680743,CAMBRIDGE PUBLIC HEALTH COMMISSION,CAMBRIDGE HEALTH ALLIANCE SPECIALTY PHARMACY,350 MAIN STREET SUITE 640,Malden,MA,02148,781-338-0670,,"3336C0003X,3336L0003X,3336S0011X",42.425398177589,-71.067783963836
1295182301,CAMBRIDGE PUBLIC HEALTH COMMISSION,CAMBRIDGE HEALTH ALLIANCE OUTPATIENT PHARMACY MALDEN,195 CANAL ST ATTN: OUTPATIENT PHARMACY,Malden,MA,02148,781-338-8990,,3336C0003X,42.42089140055,-71.072391474107
1861625659,CVS PHARMACY INC,CVS PHARMACY # 08906,575 BROADWAY,Malden,MA,02148,781-321-1017,,"332B00000X,333600000X,3336C0003X",42.440200055031,-71.031887788336
1154420511,CVS PHARMACY INC,CVS PHARMACY #01001,1080 EASTERN AVE,Malden,MA,02148,781-322-5890,1523,"332B00000X,333600000X,3336C0003X",42.430474613701,-71.038939053196
1902905367,CVS PHARMACY INC,CVS PHARMACY #00672,32 FERRY ST,Malden,MA,02148,617-324-1101,DS89987,"332B00000X,333600000X,3336C0003X",42.426124916862,-71.06578349033
